churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
No,92.0,1,1,0.0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99.0,9.76,13.8,3.0,3.73,1.0
No,63.0,1,1,0.0,185.3,87.0,31.5,225.3,87.0,19.15,194.3,93.0,8.74,11.7,3.0,3.16,0.0
No,132.0,1,1,0.0,121.5,88.0,20.66,253.0,124.0,21.51,195.7,120.0,8.81,10.7,4.0,2.89,1.0
No,135.0,1,0,22.0,197.1,113.0,33.51,259.4,95.0,22.05,134.7,135.0,6.06,14.6,5.0,3.94,2.0
No,52.0,1,1,0.0,148.3,83.0,25.21,181.6,79.0,15.44,155.6,104.0,7.0,8.3,6.0,2.24,3.0
No,95.0,1,1,0.0,69.4,79.0,11.8,190.8,109.0,16.22,200.46569696969695,102.0,9.9,8.9,5.0,2.4,0.0
No,29.0,0,0,37.0,235.0,101.0,39.95,183.3,79.0,15.58,139.8,106.0,6.29,5.7,7.0,1.54,2.0
No,95.0,1,0,23.0,160.3,87.0,27.25,202.4,101.0,17.2,191.1,122.0,9.015240404040405,7.4,3.0,2.0,0.0
No,86.0,1,1,0.0,194.2,98.0,33.01,193.8,95.0,16.47,192.0,99.93292929292929,8.64,9.3,7.0,2.51,3.0
No,133.0,0,1,0.0,127.3,108.0,21.64,251.3,81.0,21.36,135.0,88.0,6.08,10.3,3.0,2.78,1.0
No,57.0,1,1,0.0,154.2,78.0,26.21,196.7,85.0,16.72,253.5,97.0,11.41,10.1,9.0,2.73,1.0
No,76.0,1,0,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1.0
No,59.0,1,1,0.0,107.8,113.0,18.33,216.6,125.0,18.41,217.5,92.0,9.79,9.9,3.0,2.67,2.0
No,83.0,1,1,0.0,231.3,100.0,39.32,210.4,84.0,17.88,217.4,106.0,9.78,12.4,2.0,3.35,3.0
No,60.0,1,1,0.0,230.7,66.0,39.22,165.4,65.0,14.06,200.46569696969695,139.0,13.91,13.3,10.0,3.59,1.0
No,132.0,1,1,0.0,83.4,110.0,14.18,232.2,137.0,19.74,146.7,114.0,6.6,7.6,5.0,2.05,1.0
No,163.0,1,1,0.0,122.4,129.0,20.81,113.4,108.0,9.64,180.2,97.0,8.11,12.5,7.0,3.38,1.0
No,88.0,1,1,0.0,274.6,105.0,46.68,161.1,121.0,13.69,194.4,123.0,8.75,9.2,4.0,2.48,2.0
No,72.0,1,1,0.0,190.7,111.0,32.42,241.6,103.0,20.54,278.1,95.0,12.51,4.4,3.0,1.19,1.0
No,117.0,1,1,0.0,228.3,84.0,38.81,152.6,92.0,12.97,309.7,101.0,13.94,3.7,3.0,1.0,3.0
No,143.0,1,1,0.0,191.6,53.0,32.57,104.6,104.0,8.89,195.8,125.0,8.81,10.7,9.0,2.89,3.0
No,106.0,1,1,0.0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.24,6.0,3.0,1.62,1.0
No,120.0,1,1,0.0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2.0
No,85.0,1,1,0.0,210.3,66.0,35.75,195.8,76.0,16.64,221.6,82.0,9.97,11.2,7.0,3.02,1.0
No,40.0,0,0,21.0,147.4,117.0,25.06,262.8,110.0,17.048292929292934,202.0,97.0,9.09,10.9,5.0,2.94,0.0
No,78.0,1,1,0.0,139.2,140.0,23.66,191.4,113.0,16.27,286.5,125.0,12.89,11.8,3.0,3.19,3.0
No,110.0,1,1,0.0,178.5,124.0,30.35,146.9,141.0,12.49,217.1,102.0,9.77,9.9,7.0,2.67,1.0
No,142.0,1,0,40.0,230.7,101.0,39.22,256.8,88.0,21.83,263.9,92.0,11.88,6.4,4.432525252525252,1.73,1.0
No,71.0,1,0,39.0,183.2,103.0,31.14,209.4,111.0,17.8,172.4,109.0,7.76,11.9,6.0,3.21,1.0
No,161.0,1,1,0.0,72.8,120.0,12.38,267.1,120.0,22.7,222.5,91.0,10.01,11.8,2.0,3.19,2.0
No,37.0,1,1,0.0,233.7,114.0,39.73,207.9,109.0,17.67,212.7,101.0,9.57,12.0,2.0,3.24,2.0
No,155.0,1,1,0.0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3.0,3.05,3.0
No,148.0,1,1,0.0,239.3,84.0,40.68,195.7,85.0,16.63,232.6,104.0,10.47,10.9,3.0,2.94,1.0
No,78.0,1,1,0.0,168.3,110.0,28.61,221.2,73.0,18.8,241.0,136.0,10.85,12.5,1.0,3.38,1.0
No,127.0,1,0,22.0,166.0,114.0,28.22,174.5,103.0,14.83,244.9,68.0,11.02,10.2,6.0,2.75,1.0
No,106.0,1,1,0.0,213.9,95.0,36.36,151.9,70.0,12.91,260.1,124.0,11.7,12.2,5.0,3.29,3.0
No,162.0,1,1,0.0,221.9,66.0,37.72,112.7,109.0,9.58,176.5,141.0,7.94,10.7,6.0,2.89,1.0
No,41.0,1,1,0.0,223.8,67.0,38.05,244.8,74.0,20.81,223.8,156.0,10.07,12.3,5.0,3.32,3.0
No,77.0,1,1,0.0,163.0,112.0,27.71,219.1,89.0,18.62,233.4,99.93292929292929,10.5,6.7,3.0,1.81,2.0
No,72.0,1,1,0.0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.57,9.8,7.0,2.65,2.0
No,193.0,1,0,31.0,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108.0,7.0,11.7,3.0,3.16,0.0
No,102.0,1,1,0.0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4.0,3.24,0.0
No,66.0,1,0,35.0,190.8,100.0,32.44,261.3,93.0,22.21,209.5,108.0,9.43,8.9,6.0,2.4,0.0
No,145.0,1,1,0.0,229.6,82.0,39.03,138.1,103.0,11.74,250.8,109.0,11.29,3.3,3.0,0.89,1.0
No,45.0,1,1,0.0,135.0,116.0,22.95,159.0,108.0,13.52,170.3,130.0,7.66,11.1,15.0,3.0,1.0
No,103.0,1,0,40.0,164.5,95.0,27.97,228.7,82.0,19.44,194.7,97.0,8.76,7.4,1.0,2.0,4.0
No,76.0,1,1,0.0,208.5,124.0,35.45,173.0,117.0,14.71,221.1,95.0,9.95,9.8,3.0,2.65,0.0
No,21.0,1,1,0.0,223.2,142.0,37.94,216.5,114.0,18.4,214.7,111.0,9.66,12.4,2.0,3.35,1.0
No,182.0,1,0,24.0,128.1,104.0,21.78,143.4,127.0,12.19,191.0,98.0,8.59,11.6,3.0,3.13,1.0
No,78.0,1,1,0.0,211.4,105.0,35.94,249.9,77.0,21.24,199.6,129.0,8.98,9.3,2.0,2.51,2.0
No,28.0,1,1,0.0,225.7,70.0,38.37,206.9,90.0,17.59,167.9,88.0,7.56,13.8,3.0,3.73,1.0
No,89.0,1,1,0.0,137.9,96.0,23.44,192.6,63.0,16.37,255.7,125.0,11.51,11.0,5.0,2.97,1.0
No,85.0,1,1,0.0,209.1,57.0,35.55,110.7,111.0,9.41,113.3,113.0,5.1,12.8,4.0,3.46,1.0
No,101.0,1,1,0.0,93.8,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2.0,2.89,1.0
No,124.0,1,1,0.0,151.1,123.0,25.69,187.4,104.0,15.93,255.4,93.0,11.49,5.3,3.0,1.43,1.0
No,102.0,0,1,0.0,209.8,85.0,35.67,165.7,100.0,14.08,230.1,92.0,10.35,8.7,6.0,2.35,0.0
No,54.0,1,0,28.0,217.4,98.0,36.96,246.2,120.0,20.93,127.0,92.0,5.72,7.5,8.0,2.03,1.0
No,164.0,1,1,0.0,123.3,78.0,20.96,170.0,85.0,14.45,165.9,78.0,7.47,12.7,2.0,3.43,1.0
No,127.0,1,1,0.0,211.1,62.0,35.89,235.2,143.0,19.99,227.5,66.0,10.24,15.6,3.0,4.21,2.0
No,66.0,1,0,16.0,174.7,92.0,29.7,232.1,105.0,19.73,305.4,98.0,13.74,8.9,2.0,2.4,1.0
No,121.0,1,1,0.0,203.9,126.0,34.66,267.3,107.0,22.72,221.9,72.0,9.99,10.5,2.0,2.84,3.0
No,87.0,0,1,0.0,167.3,119.0,28.44,198.5,119.0,16.87,133.1,88.0,5.99,11.0,6.0,2.97,1.0
No,71.0,1,1,0.0,123.8,130.0,21.05,226.5,91.0,19.25,213.9,99.93292929292929,9.63,8.8,7.0,2.38,2.0
No,47.0,1,0,37.0,112.8,150.0,19.18,243.9,97.0,20.73,178.7,112.0,8.04,13.2,6.0,3.56,2.0
No,68.0,1,1,0.0,178.7,61.0,30.38,252.3,84.0,21.45,255.7,76.0,11.51,8.4,4.0,2.27,1.0
No,113.0,1,1,0.0,72.5,88.0,12.33,204.0,112.0,17.34,117.9,118.0,5.31,6.6,3.0,1.78,1.0
No,161.0,1,1,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3.0,3.38,1.0
No,42.0,1,1,0.0,241.2,134.0,41.0,116.5,114.0,9.9,152.2,91.0,6.85,10.6,4.0,2.86,0.0
No,125.0,1,1,0.0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92.0,10.95,10.9,7.0,2.94,0.0
No,57.0,1,1,0.0,166.4,114.0,28.29,76.8,119.0,6.53,260.1,77.0,11.7,10.9,3.0,2.94,3.0
No,153.0,1,1,0.0,122.5,145.0,20.83,273.3,103.0,23.23,197.8,71.0,8.9,8.0,3.0,2.16,2.0
No,64.0,1,0,48.0,94.4,104.0,16.05,136.2,101.0,11.58,147.4,89.0,6.63,4.5,4.0,1.22,0.0
No,72.0,1,1,0.0,139.9,117.0,23.78,223.6,96.0,19.01,240.8,93.0,10.84,12.7,4.0,3.43,2.0
No,149.0,1,1,0.0,175.4,80.0,29.82,197.4,127.0,16.78,188.2,102.0,8.47,9.7,2.0,2.62,2.0
No,165.0,1,0,33.0,111.6,140.0,18.97,213.3,111.0,18.13,267.6,115.0,12.04,16.0,3.0,4.32,0.0
No,61.0,1,1,0.0,234.6,126.0,39.88,200.7,76.0,17.06,171.1,81.0,7.7,8.1,2.0,2.19,0.0
No,87.0,1,0,48.0,178.8,91.0,30.4,246.8,106.0,20.98,262.4,119.0,11.81,9.0,8.0,2.43,1.0
No,86.0,1,1,0.0,125.5,139.0,21.34,269.8,93.0,22.93,235.8,110.0,10.61,8.9,8.0,2.4,1.0
No,84.0,1,1,0.0,169.9,96.0,28.88,190.3,103.0,16.18,188.0,82.0,8.46,8.6,2.0,2.32,2.0
No,112.0,1,1,0.0,136.1,95.0,23.14,163.8,111.0,13.92,157.2,118.0,7.07,8.9,5.0,2.4,1.0
No,124.0,1,1,0.0,151.6,119.0,25.77,198.1,93.0,16.84,173.4,91.0,7.8,11.6,3.0,3.13,3.0
No,76.0,1,1,0.0,171.1,78.0,29.09,257.2,83.0,21.86,91.6,92.0,4.12,16.2,3.0,4.37,1.0
No,55.0,1,0,20.0,207.7,91.0,35.31,199.7,113.0,16.97,216.5,110.0,9.74,7.3,1.0,1.97,1.0
No,100.0,1,1,0.0,222.1,115.0,37.76,245.0,130.0,20.83,129.3,99.93292929292929,5.82,8.1,2.0,2.19,2.0
No,100.0,1,1,0.0,220.3,106.0,37.45,126.1,124.0,10.72,242.0,67.0,10.89,10.2,1.0,2.75,1.569090909090909
No,131.0,1,1,0.0,234.0,117.0,39.78,209.4,143.0,17.8,258.8,105.0,11.65,9.8,3.0,2.65,1.0
No,121.0,0,0,44.0,254.1,127.0,43.2,180.2,108.0,15.32,196.2,129.0,8.83,8.7,4.0,2.35,3.0
No,85.0,1,1,0.0,234.5,113.0,39.87,237.3,116.0,20.17,122.7,110.0,5.52,12.9,3.0,3.48,4.0
Yes,73.0,1,1,0.0,272.4,112.0,46.31,252.2,91.0,21.44,255.4,112.0,11.49,10.9,5.0,2.94,1.0
Yes,126.0,1,0,30.0,153.4,90.0,26.08,151.4,97.0,12.87,153.8,97.0,6.92,12.8,4.0,3.46,4.0
Yes,125.0,0,0,29.0,260.8,81.0,44.34,163.7,112.0,13.91,271.7,117.0,12.23,10.259010101010102,6.0,4.59,1.0
Yes,125.0,1,1,0.0,113.0,108.0,19.21,169.2,107.0,14.38,156.6,61.0,7.05,9.2,5.0,2.48,2.0
Yes,212.0,1,1,0.0,226.0,127.0,38.42,304.6,83.0,25.89,181.2,132.0,8.15,12.6,4.0,3.4,2.0
Yes,136.0,0,1,7.763636363636364,199.6,89.0,33.93,211.4,96.0,17.97,72.4,84.0,3.26,11.0,4.0,2.97,3.0
Yes,136.0,1,0,22.0,160.3,115.0,27.25,273.2,88.0,23.22,203.2,89.0,9.14,11.7,2.0,3.16,0.0
Yes,104.0,1,1,0.0,234.2,128.0,39.81,293.1,92.0,24.91,183.9,79.0,8.28,9.8,6.0,2.65,0.0
Yes,136.0,1,1,0.0,259.4,99.0,44.1,172.7,125.0,14.68,293.7,78.0,13.22,10.7,6.0,2.89,1.0
Yes,69.0,1,1,0.0,215.9,122.0,36.7,270.3,114.0,22.98,301.8,129.0,13.58,6.1,5.0,1.65,4.0
Yes,117.0,1,1,0.0,302.6,83.0,51.44,167.1,106.0,14.2,209.8,79.0,9.44,10.4,7.0,2.81,1.0
Yes,109.0,1,0,29.0,111.2,90.0,18.9,263.5,98.0,22.4,224.7,128.0,10.11,9.0,6.0,2.43,6.0
Yes,74.0,1,1,0.0,174.1,96.0,29.6,251.1,94.0,21.34,257.6,123.0,11.59,8.3,5.0,2.24,2.0
Yes,149.0,1,1,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0
Yes,121.0,1,1,0.0,273.8,96.0,46.55,263.1,106.0,22.36,201.5,83.0,9.07,10.8,3.0,2.92,1.0
Yes,116.0,1,1,0.0,254.6,107.0,43.28,249.4,89.0,21.2,229.6,77.0,10.33,9.0,18.0,2.43,2.0
Yes,152.0,0,0,20.0,237.5,100.03878787878787,40.38,253.4,94.0,21.54,265.2,80.0,11.93,14.2,3.0,3.83,9.0
Yes,113.0,1,1,0.0,239.7,47.0,40.75,282.9,110.0,24.05,238.4,88.0,10.73,8.7,3.0,2.35,2.0
Yes,75.0,1,1,0.0,314.6,102.0,53.48,169.8,86.0,14.43,285.1,100.0,12.83,5.7,3.0,1.54,2.0
Yes,60.0,0,1,0.0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139.0,9.09,11.0,2.0,2.97,0.0
Yes,75.0,0,1,7.763636363636364,222.4,78.0,37.81,327.0,111.0,27.8,208.0,104.0,9.36,8.7,9.0,2.35,1.0
Yes,122.0,0,1,0.0,140.0,101.0,23.8,196.4,77.0,16.69,120.1,133.0,5.4,9.7,4.0,2.62,4.0
Yes,121.0,1,1,0.0,255.1,93.0,43.37,266.9,97.0,22.69,197.7,118.0,8.9,8.8,3.0,2.38,3.0
Yes,138.0,0,1,0.0,196.2,129.0,33.35,176.5,86.0,15.0,232.4,108.0,10.46,15.2,1.0,4.1,0.0
Yes,115.0,1,1,0.0,245.0,97.0,41.65,250.7,75.0,21.31,270.2,124.0,12.16,13.7,8.0,3.7,1.0
Yes,99.0,1,0,42.0,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4.0,2.51,2.0
Yes,114.0,0,0,28.0,136.4,93.0,23.19,170.0,90.0,14.45,191.5,73.0,8.62,14.6,4.0,3.94,2.0
Yes,82.0,1,1,0.0,329.8,73.0,56.07,208.3,120.0,17.71,267.1,102.0,12.02,10.6,6.0,2.86,0.0
Yes,70.0,1,1,0.0,325.5,128.0,55.34,300.3,105.0,25.53,199.8,93.0,8.99,5.7,7.0,1.54,1.0
Yes,126.0,1,1,0.0,249.8,96.0,42.47,261.9,92.0,22.26,166.8,108.0,7.51,12.7,4.0,3.43,3.0
Yes,130.0,1,1,0.0,212.8,102.0,36.18,189.8,137.0,16.13,170.1,105.0,7.65,10.6,4.0,2.86,0.0
Yes,67.0,1,1,0.0,177.4,102.0,30.16,215.2,123.0,18.29,132.4,120.0,5.96,6.6,4.0,1.78,4.0
Yes,43.0,0,1,0.0,160.5,92.0,27.29,235.8,121.0,20.04,111.8,95.0,5.03,13.8,5.0,3.73,1.0
Yes,168.0,1,1,0.0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,147.0,7.38,11.6,4.432525252525252,3.13,2.0
Yes,83.0,1,1,0.0,337.4,120.0,57.36,227.4,116.0,19.33,153.9,114.0,6.93,15.8,7.0,4.27,0.0
Yes,122.0,1,1,0.0,296.4,99.0,50.39,214.8,89.0,18.26,133.9,107.0,6.03,11.4,3.0,3.08,4.0
Yes,111.0,1,1,0.0,132.6,125.0,22.54,221.1,67.0,18.79,127.9,101.0,5.76,12.7,2.0,3.43,4.0
Yes,78.0,1,1,0.0,108.6,108.0,18.46,209.9,126.0,17.84,222.6,117.0,10.02,7.9,5.0,2.13,1.0
Yes,97.0,0,1,0.0,180.30662450726038,60.0,46.38,216.5,113.0,18.4,245.1,67.0,11.03,6.1,8.0,1.65,5.0
Yes,119.0,0,0,7.763636363636364,172.1,119.0,29.26,223.6,133.0,19.01,150.0,94.0,6.75,13.9,20.0,3.75,1.0
Yes,122.0,1,1,0.0,157.1,134.0,26.71,184.9,122.0,15.72,197.2,59.0,8.87,8.5,5.0,2.3,4.0
Yes,163.0,1,0,30.0,195.2,123.0,33.18,126.4,115.0,10.74,221.0,90.0,9.95,9.0,5.0,2.43,5.0
Yes,115.0,1,1,0.0,139.3,89.0,23.68,192.3,95.0,16.35,151.0,75.0,6.8,9.3,3.0,2.51,7.0
Yes,74.0,1,1,0.0,282.5,114.0,48.03,219.9,48.0,18.69,170.0,115.0,7.65,9.4,4.0,2.54,1.0
Yes,89.0,1,1,0.0,269.8,94.0,45.87,227.0,125.0,19.3,212.2,135.0,9.55,4.7,6.0,1.27,1.0
Yes,33.0,0,1,0.0,247.1,114.0,42.01,146.5,110.0,12.45,208.9,94.0,9.4,10.6,2.0,2.86,4.0
Yes,74.0,1,1,0.0,314.1,86.0,53.4,222.4,99.0,18.9,259.0,121.0,11.66,12.3,5.0,3.32,3.0
Yes,113.0,1,1,0.0,317.1,97.0,53.91,224.8,70.0,19.11,215.1,90.0,9.68,13.6,2.0,3.67,1.0
Yes,102.0,1,0,48.0,134.0,83.0,22.78,234.3,128.0,19.92,197.3,107.0,8.88,7.8,4.0,2.11,6.0
Yes,105.0,1,1,0.0,281.3,124.0,47.82,301.5,96.0,25.63,202.8,109.0,9.13,8.7,3.0,2.35,0.0
Yes,100.0,1,1,0.0,107.0,63.0,18.19,105.7,67.0,8.98,243.1,74.0,10.94,12.8,3.0,3.46,4.0
Yes,100.23829504382999,1,1,0.0,134.4,106.0,22.85,211.3,98.0,17.96,193.6,125.0,8.71,10.2,2.0,2.75,5.0
Yes,82.0,1,1,0.0,313.6,110.0,53.31,263.2,104.0,22.37,139.0,93.0,6.26,7.5,5.0,2.03,1.0
Yes,26.0,1,1,0.0,290.1,143.0,49.32,245.7,97.0,20.88,147.0,80.0,6.61,7.4,4.0,2.0,2.0
Yes,124.0,1,1,0.0,133.2,80.0,22.64,144.2,98.0,12.26,261.0,102.0,11.75,12.0,3.0,3.24,3.0
Yes,75.0,1,1,0.0,109.0,88.0,18.53,259.3,120.0,22.04,182.1,119.0,8.19,13.3,3.0,3.59,4.0
Yes,93.0,1,1,0.0,328.1,106.0,55.78,151.7,89.0,12.89,303.5,114.0,13.66,8.7,3.0,2.35,1.0
Yes,112.0,1,1,0.0,105.3,101.0,17.9,187.2,92.0,15.91,206.4,101.0,9.29,11.1,2.0,3.0,4.0
Yes,98.0,1,0,36.0,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120.0,7.77,8.0,2.0,2.16,6.0
Yes,152.0,1,1,0.0,317.8,60.0,54.03,152.9,100.0,13.0,123.4,63.0,5.55,10.4,7.0,2.81,1.0
Yes,106.0,0,0,26.0,270.3,111.0,45.95,215.2,90.0,18.29,254.0,133.0,11.43,14.4,7.0,3.89,1.0
Yes,105.0,0,1,0.0,274.0,156.0,46.58,263.0,69.0,22.36,195.9,93.0,8.82,11.3,3.0,3.05,3.0
Yes,105.0,0,0,29.0,220.7,82.0,37.52,217.7,110.0,18.5,190.5,100.0,8.57,13.2,6.0,3.56,1.0
Yes,105.0,1,0,31.0,109.6,108.0,18.63,249.3,119.0,21.19,321.2,101.0,14.45,8.3,4.0,2.24,4.0
Yes,73.0,1,1,0.0,137.6,113.0,23.39,179.7,75.0,15.27,172.8,71.0,7.78,10.7,2.0,2.89,1.0
Yes,108.0,0,0,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0
Yes,119.0,1,1,0.0,159.1,114.0,27.05,231.3,117.0,19.66,143.2,91.0,6.44,8.8,3.0,2.38,5.0
Yes,80.0,1,1,0.0,268.7,120.0,45.68,301.0,147.0,25.59,167.0,140.0,7.52,5.8,1.0,1.57,2.0
Yes,155.0,0,1,0.0,176.1,88.0,29.94,244.5,84.0,20.78,189.9,99.0,8.55,11.2,1.0,3.02,2.0
Yes,97.0,1,1,0.0,256.4,125.0,43.59,273.9,100.0,23.28,222.7,101.0,10.02,11.1,1.0,3.0,1.0
Yes,125.0,0,1,0.0,158.7,112.0,26.98,155.7,126.0,13.23,246.0,110.0,11.07,10.259010101010102,1.0,2.24,2.0
Yes,88.0,1,1,0.0,166.7,61.0,28.34,179.3,88.0,15.24,242.7,131.0,10.92,6.8,7.0,1.84,4.0
Yes,159.0,1,1,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2.0
Yes,122.0,0,1,0.0,230.9,132.0,39.25,243.2,99.0,20.67,182.4,57.0,8.21,11.0,2.0,2.97,0.0
Yes,95.0,1,1,0.0,133.0,94.0,22.61,196.6,126.0,16.71,181.0,128.0,8.15,9.9,3.0,2.67,4.0
Yes,78.0,1,1,0.0,254.1,112.0,43.2,215.9,80.0,18.35,267.1,124.0,12.02,16.3,3.0,4.4,0.0
Yes,70.0,1,1,0.0,232.8,95.0,39.58,303.4,111.0,25.79,255.6,104.0,11.5,12.9,7.0,3.48,0.0
Yes,129.0,1,1,0.0,334.3,118.0,56.83,192.1,104.0,16.33,191.0,83.0,8.59,10.4,6.0,2.81,0.0
Yes,113.0,1,1,0.0,272.1,111.0,46.26,268.5,118.0,22.82,213.8,105.0,9.62,8.5,10.0,2.3,1.0
Yes,108.0,1,0,32.0,209.5,108.0,35.62,109.6,64.0,9.32,189.7,145.0,8.54,9.1,6.0,2.46,6.0
Yes,162.0,1,0,26.0,179.7,144.0,30.55,218.1,129.0,18.54,212.3,105.0,9.55,9.3,8.0,2.51,1.0
Yes,132.0,1,1,0.0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87.0,8.63,8.9,3.0,2.4,1.569090909090909
Yes,116.0,1,1,0.0,255.5,93.0,43.44,224.4,122.0,19.07,317.3,85.0,14.28,12.7,4.0,3.43,1.0
Yes,120.0,0,1,0.0,179.9,72.0,30.58,170.0,98.0,14.45,190.6,89.0,8.58,13.8,2.0,3.73,1.0
Yes,56.0,1,1,0.0,221.9,112.0,37.72,200.67979797979797,122.0,23.65,288.1,85.0,12.96,7.1,5.0,1.92,0.0
Yes,60.0,0,1,0.0,97.2,91.0,16.52,243.7,93.0,20.71,235.0,116.0,10.58,10.1,2.0,2.73,1.0
Yes,93.0,0,1,0.0,131.4,78.0,22.34,219.7,106.0,18.67,155.7,103.0,7.01,11.1,2.0,3.0,1.0
Yes,172.0,1,1,0.0,287.1,108.0,48.81,178.4,125.0,15.16,153.2,98.0,6.89,14.4,2.0,2.772088170957108,3.0
Yes,46.0,1,1,0.0,257.4,67.0,43.76,200.67979797979797,91.0,22.19,204.4,107.0,9.2,13.4,5.0,3.62,2.0
Yes,119.0,0,0,15.0,160.0,95.0,27.2,209.5,110.0,17.81,82.3,107.0,3.7,8.7,5.0,2.472249154354402,5.0
Yes,104.0,1,1,0.0,210.9,90.0,35.85,272.2,101.0,23.14,304.3,86.0,13.69,10.6,5.0,2.86,3.0
Yes,166.0,0,1,0.0,191.3,120.0,32.52,167.3,88.0,14.22,162.9,110.0,7.33,10.2,2.0,2.75,2.0
Yes,103.0,1,1,0.0,174.7,151.0,29.7,148.0,56.0,17.048292929292934,168.2,109.0,7.57,15.8,3.0,4.27,6.0
Yes,137.0,1,1,0.0,111.8,106.0,19.01,281.9,89.0,23.96,233.0,93.0,10.49,11.5,4.0,3.11,4.0
Yes,105.0,1,1,0.0,226.9,106.0,38.57,182.2,77.0,15.49,203.9,107.0,9.18,11.6,2.0,3.13,0.0
Yes,68.0,0,0,24.0,125.7,92.0,21.37,275.9,98.0,23.45,214.5,108.0,9.65,14.2,6.0,3.83,3.0
Yes,163.0,1,1,0.0,247.7,77.0,42.11,269.5,108.0,22.91,167.3,82.0,7.53,9.6,7.0,2.59,0.0
Yes,94.0,0,1,0.0,89.5,94.0,15.22,339.9,106.0,28.89,172.9,76.0,7.78,7.9,1.0,2.13,1.0
Yes,177.0,1,1,0.0,266.1,91.0,45.24,225.2,79.0,19.14,224.7,58.0,10.11,8.9,8.0,2.4,3.0
Yes,87.0,1,1,0.0,151.0,83.0,25.67,219.7,116.0,18.67,203.9,127.0,9.18,9.7,3.0,2.62,5.0
Yes,104.0,1,1,0.0,304.0,141.0,51.68,264.1,127.0,22.45,138.1,104.0,6.21,7.2,4.0,1.94,0.0
Yes,86.0,1,1,0.0,223.0,109.0,37.91,286.2,76.0,24.33,257.8,132.0,11.6,7.5,7.0,2.03,3.0
Yes,114.0,0,1,0.0,115.6,93.0,19.65,163.2,78.0,13.87,251.3,104.0,11.31,9.7,1.0,2.62,2.0
Yes,147.0,1,1,0.0,274.0,92.0,46.58,231.8,82.0,19.7,283.6,83.0,12.76,6.2,1.0,1.67,0.0
Yes,149.0,1,1,0.0,119.2,88.0,20.26,168.3,110.0,14.31,204.7,119.0,9.21,12.2,6.0,3.29,4.0
Yes,119.0,1,1,0.0,260.1,101.0,44.22,256.5,68.0,21.8,229.1,89.0,10.31,10.0,2.0,2.7,1.0
Yes,128.0,1,1,0.0,237.9,125.0,40.44,247.6,93.0,21.05,208.9,68.0,9.4,13.9,4.0,3.75,1.0
Yes,126.0,0,1,0.0,239.7,87.0,40.75,281.7,92.0,23.94,183.5,113.0,8.26,11.4,1.0,3.08,1.0
Yes,91.0,0,1,0.0,246.4,110.0,41.89,182.0,98.0,15.47,157.6,106.0,7.09,12.1,2.0,3.27,2.0
Yes,76.0,0,1,0.0,241.0,120.0,40.97,231.8,96.0,19.7,220.2,67.0,9.91,9.9,1.0,2.67,1.0
Yes,144.0,1,1,0.0,61.6,117.0,10.47,77.1,85.0,6.55,173.0,99.0,7.79,8.2,7.0,2.21,4.0
Yes,99.0,0,1,0.0,242.3,102.0,41.19,350.9,102.0,29.83,163.1,93.0,7.34,11.3,3.0,3.05,0.0
Yes,77.0,1,1,0.0,62.4,89.0,10.61,169.9,121.0,14.44,209.6,64.0,9.43,5.7,6.0,1.54,5.0
Yes,119.0,1,1,0.0,239.1,88.0,40.65,243.5,79.0,20.7,230.9,92.0,10.39,10.9,3.0,2.94,3.0
Yes,134.0,1,1,0.0,296.0,93.0,50.32,226.4,117.0,19.24,246.8,98.0,11.11,12.3,10.0,3.32,0.0
Yes,127.0,0,1,0.0,242.2,102.0,41.17,226.1,80.0,19.22,252.0,96.0,11.34,13.9,5.0,3.75,2.0
Yes,88.0,1,1,0.0,301.5,136.0,51.26,257.7,72.0,21.9,132.9,118.0,5.98,13.4,2.0,3.62,4.0
